"cst","csts","des","al","kt","nik"
"01A04 ",X0216 ,SUMBER PLASTIK (SP)           ,JL. JAGO NO. 2                                              ,ENDE           ,""
"01A04 ",K0438 ,SUMBER REJEKI                 ,DEPAN PS.GATEN MAYUNGAN NGAWEN                              ,KLATEN         ,""
"01A04 ",M0028 ,SUMBER REJEKI                 ,JL. K.H.WAHID HASYIM 10                                     ,BONDOWOSO      ,""
"01A04 ",M0329 ,SUMBER REJEKI                 ,                                                            ,PETERONGAN     ,""
"01A04 ",M0939 ,SUMBER REJEKI                 ,                                                            ,PASAR GENTENG  ,""
"01A04 ",W0049 ,SUMBER REJEKI                 ,JL. SELAPARANG 28                                           ,CAKRA          ,""
"01A04 ",M0050 ,SUMBER SARI                   ,JL. RAYA PANGLIMA SUDIRMAN 137                              ,PROBOLINGGO    ,""
"01A04 ",M0092 ,SUMBER SARI                   ,JL. RAYA SITUBONDO 84                                       ,WONOSARI       ,""
"01A04 ",M0100 ,SUMBER UTAMA                  ,                                                            ,PASAR TURI     ,""
"01A04 ",M0105 ,SUMBER WIJAYA                 ,                                                            ,PASAR TURI     ,""
"01A04 ",Q0245 ,SUPRI                         ,                                                            ,SAMARINDA      ,""
"01A04 ",M0802 ,SURYA                         ,DLM. PS.BSR TMR.LT DSR.-16 A/B                              ,MALANG         ,""
"01A04 ",M1094 ,SURYA                         ,                                                            ,PANDAAN        ,""
"01A04 ",V0057 ,SURYA ANUGRAH                 ,                                                            ,DENPASAR       ,""
"01A04 ",V0039 ,SURYA MAS                     ,JL. GUNUNG KAWI 11                                          ,DENPASAR       ,""
"01A04 ",V0022 ,SURYA SANA                    ,DALAM PASAR BADUNG LT.II-104                                ,DENPASAR       ,""
"01A04 ",O0006 ,SURYA/TSR                     ,JL. ISKANDAR NO. 60                                         ,SAMPIT         ,""
"01A04 ",K0335 ,SUSAN                         ,                                                            ,MUNTILAN       ,""
"01A04 ",Y0066 ,SUSANA                        ,                                                            ,AMBON          ,""
"01A04 ",M0278 ,SUSANTI                       ,JL. WR.SUPRATMAN 67                                         ,BOJONEGORO     ,""
"01A04 ",K0108 ,SUTIKNO                       ,                                                            ,REMBANG        ,""
"01A04 ",S0167 ,SUYUTI                        ,BUOL                                                        ,TOLI-TOLI      ,""
"01A04 ",U0165 ,SUYUTI                        ,                                                            ,BUOL           ,""
"01A04 ",V0011 ,SWALLOW JAYA                  ,                                                            ,TABANAN        ,""
"01A04 ",T0076 ,SYAHBUDIN                     ,                                                            ,BAU-BAU        ,""
"01A04 ",U0052 ,TA-CF                         ,                                                            ,UJUNG PANDANG  ,""
"01A04 ",P0083 ,TANA MAS JAYA                 ,                                                            ,BANJARMASIN    ,""
"01A04 ",O0040 ,TANAYA                        ,                                                            ,SAMPIT         ,""
"01A04 ",M0044 ,TANGAN MAS                    ,JL. RAYA SUYITMAN 8-10                                      ,AMBULU         ,""
"01A04 ",V0042 ,TANJUNG RAYA                  ,JL. GAJAH MADA 88                                           ,DENPASAR       ,""
"01A04 ",X0105 ,TAS                           ,                                                            ,WAINGAPU       ,""
"01A04 ",V0052 ,TATA NIAGA                    ,                                                            ,DENPASAR       ,""
"01A04 ",V0070 ,TATA NIAGA                    ,JL. AHMAD YANI UTARA 460                                    ,DENPASAR       ,""
"01A04 ",U0001 ,TB                            ,JL. BANDA 18 A                                              ,UJUNG PANDANG  ,""
"01A04 ",R0187 ,TDFG/SEJATI/TJG               ,JL. JENDRAL SUPRAPTO 111                                    ,GORONTALO      ,""
"01A04 ",W0019 ,TDR                           ,                                                            ,CAKRA          ,""
"01A04 ",M0107 ,TEGUH                         ,                                                            ,PASAR TURI     ,""
"01A04 ",M0681 ,TEGUH                         ,JL. PAGESANGAN 4/2 A                                        ,SURABAYA       ,""
"01A04 ",Y0152 ,TELI                          ,                                                            ,AMBON          ,""
"01A04 ",M0511 ,TEN                           ,JL. HOS.COKROAMINOTO 10                                     ,GRESIK         ,""
"01A04 ",M0400 ,TERUS JAYA                    ,DALAM PASAR STANDPLAT 8                                     ,KALISAT        ,""
"01A04 ",M0308 ,TETAP TERANG                  ,                                                            ,TUBAN          ,""
"01A04 ",X0109 ,TFI                           ,JL. CENDRAWASIH 25                                          ,TIMUR KUPANG   ,""
"01A04 ",X0017 ,TGB                           ,                                                            ,TIMUR KUPANG   ,""
"01A04 ",X0321 ,TIARA                         ,                                                            ,LABUAN BAJO    ,""
"01A04 ",M0172 ,TIGA BINTANG TERANG           ,PGS Lt. IV E10 NO.8-20                                      ,SURABAYA       ,""
"01A04 ",M0126 ,TIGA JAYA                     ,PASAR TURI LT.I BLOK B 49-50                                ,PASAR TURI     ,""
"01A04 ",M0300 ,TIGA JAYA                     ,                                                            ,SUMENEP        ,""
"01A04 ",X0089 ,TIL                           ,                                                            ,MAUMERE        ,""
"01A04 ",P0067 ,TIMBUL JAYA                   ,JL. PASAR BARU 20 SAMPING BNI                               ,BANJARMASIN    ,""
"01A04 ",U0132 ,TIMUR JAYA                    ,                                                            ,MAKASSAR       ,""
"01A04 ",F0031 ,TIMUR JAYA/TIARA              ,                                                            ,LABUAN BAJO    ,""
"01A04 ",U0028 ,TJ                            ,JL. TARAKAN 12 E                                            ,UJUNG PANDANG  ,""
"01A04 ",M0134 ,TJIN JAYA                     ,                                                            ,PASAR TURI     ,""
"01A04 ",R0114 ,TLT                           ,                                                            ,TAHUNA         ,""
"01A04 ",Z0128 ,TM                            ,                                                            ,MANUKWARI      ,""
"01A04 ",W0156 ,TOKO BINTANG SILA             ,                                                            ,BIMA           ,""
"01A04 ",V0139 ,TOKO BUANA                    ,JL. MH. THAMRIN NO. 32 KEDIRI                               ,TABANAN        ,""
"01A04 ",M1880 ,TOKO FOREVER                  ,PERTOKOAN SENTRAL PRIMA PDD-30                              ,MULYOSARI-SBY. ,""
"01A04 ",M1255 ,TOKO GAJAH MAS                ,JL. KEBALEN TIMUR NO. 40                                    ,SURABAYA       ,""
"01A04 ",M1254 ,TOKO RAYA                     ,JL. PANGLIMA SUDIRMAN 108                                   ,LAWANG         ,""
"01A04 ",M1221 ,TOKO SELAI SWEET NICE         ,JL. NGAGEL JAYA UTARA NO. 83                                ,SURABAYA       ,""
"01A04 ",X0267 ,TONY                          ,                                                            ,TIMUR KUPANG   ,""
"01A04 ",Q0229 ,TOPS                          ,                                                            ,BERAU          ,""
"01A04 ",S0134 ,TOTO                          ,                                                            ,SERUI          ,""
"01A04 ",S0004 ,TRA/RIA                       ,JL. HJDG PAWINDU 16                                         ,PALU           ,""
"01A04 ",M0189 ,TRESNO JOYO                   ,PASAR TURI BARU Lt.LG C5/32                                 ,PASAR TURI     ,""
"01A04 ",M0955 ,TRI JAYA                      ,JL. PACAR KEMBANG 79                                        ,SURABAYA       ,""
"01A04 ",M0153 ,TRI JAYA BARU                 ,PASAR TURI BARU BLOK F 45-48                                ,PASAR TURI     ,""
"01A04 ",M0099 ,TRI JAYA/TH                   ,                                                            ,PASAR TURI     ,""
"01A04 ",Y0159 ,TUNAS                         ,                                                            ,TUAL           ,""
"01A04 ",X0301 ,TUNAS BARU (FGP)              ,                                                            ,ENDE           ,""
"01A04 ",M0331 ,TUNAS KELAPA                  ,                                                            ,MOJOSARI       ,""
"01A04 ",X0295 ,TUNAS MEKAR (ELIN)            ,                                                            ,MAUMERE        ,""
"01A04 ",V0029 ,TUNAS MUDA                    ,                                                            ,NEGARA         ,""
"01A04 ",M1044 ,TUTIK ELFIANA                 ,PS.PEGIRIAN LT.2 BLOK G 25-26                               ,SURABAYA       ,""
"01A04 ",T0020 ,UDM                           ,JL. M0NGINSIDI 16                                           ,BAU-BAU        ,""
"01A04 ",X0240 ,UDSL/GSP                      ,                                                            ,TIMUR KUPANG   ,""
"01A04 ",T0037 ,ULAN                          ,KOMPLEK PASAR SENTRAL LAMA                                  ,BAU-BAU        ,""
"01A04 ",W0014 ,ULANGI                        ,DALAM PASAR                                                 ,CAKRA          ,""
"01A04 ",V0004 ,UMUM                          ,JL. A.YANI 290                                              ,SINGARAJA      ,""
"01A04 ",M0751 ,UNTUNG                        ,                                                            ,PASAR TURI     ,""
"01A04 ",M1067 ,UNTUNG                        ,PASAR TURI BLOK 7 NO.66-68                                  ,PASAR TURI     ,""
"01A04 ",S0146 ,USAHA MAJU                    ,                                                            ,PALU           ,""
"01A04 ",M0238 ,UTAMA                         ,                                                            ,SUMENEP        ,""
"01A04 ",M1037 ,UTAMA                         ,JL. SEPUNDI DALAM 31-32                                     ,SITUBONDO      ,""
"01A04 ",M0507 ,UTAMA JAYA                    ,                                                            ,TULUNGAGUNG    ,""
"01A04 ",T0101 ,UUD                           ,                                                            ,BAU-BAU        ,""
"01A04 ",M0312 ,VICTORY                       ,                                                            ,MALANG         ,""
"01A04 ",X0117 ,VICTORY                       ,                                                            ,KALABAHI       ,""
"01A04 ",R0134 ,VILI/NS                       ,JL. PANJAITAN 103                                           ,MENADO         ,""
"01A04 ",Z0105 ,WAHYU                         ,                                                            ,SORONG         ,""
"01A04 ",M0402 ,WAWA                          ,JL. A.YANI 7B/20                                            ,JEMBER         ,""
"01A04 ",M0144 ,WIDODO                        ,                                                            ,SUMENEP        ,""
"01A04 ",Q0285 ,WIJAYA                        ,                                                            ,BALIKPAPAN     ,""
"01A04 ",M0111 ,WIJAYA KUSUMA                 ,                                                            ,PASAR PABEAN   ,""
"01A04 ",X0348 ,WIJAYA SOE                    ,                                                            ,TIMUR KUPANG   ,""
"01A04 ",M1636 ,WITA CATERING                 ,JL. LETJEN SUTOYO NO. 18                                    ,BANYUWANGI     ,""
"01A04 ",X0289 ,WM                            ,                                                            ,ABEPURA        ,""
"01A04 ",Y0084 ,WPY/KLC/ASC                   ,JL. PAHLAWAN REVOLUSI 63                                    ,TERNATE        ,""
"01A04 ",K0444 ,YENNY                         ,JL. KELUD RAYA                                              ,SEMARANG       ,""
"01A04 ",M0520 ,YOHANES                       ,JL. PANGGUNG III/22                                         ,SURABAYA       ,""
"01A04 ",Y0017 ,YTR                           ,                                                            ,AMBON          ,""
"01A04 ",M1258 ,YUDA PERDANA                  ,ITC MEGA GROSIR GROUND H1 F3A                               ,SURABAYA       ,""
"01A04 ",M1349 ,YUDA PERDANA                  ,PASAR KREMBANGAN 10 I                                       ,SURABAYA       ,""
"01A04 ",Y0125 ,YULI                          ,JL. KANTOR BUPATI                                           ,MALUKU         ,""
"01A04 ",M0281 ,YUN AN                        ,                                                            ,SURABAYA       ,""
"01A04 ",M1577 ,YUNUS PLASTIK                 ,                                                            ,KRIAN          ,""
"01A04 ",M0745 ,YUSUF                         ,                                                            ,KERTOSONO      ,""
"01A04 ",X0323 ,YUSUF                         ,                                                            ,MAUMERE        ,""
"01A04 ",M1183 ,ZAM ZAMY                      ,DS. PAYAMAN SOLOKURO                                        ,LAMONGAN       ,""
"01A04 ",M0168 ,ZUBAIR                        ,                                                            ,BANGIL         ,""
"01A04 ",Y0035 ,POLY                          ,                                                            ,AMBON          ,""
"01A21 ",M0476 ,AGUNG                         ,                                                            ,BOJONEGORO     ,""
"01A21 ",M1451 ,AGUNG FAJAR/WISATA PANCI      ,TAMAN DAYU DSN.SUKOREJO K/JATI                              ,PANDAAN        ,""
"01A21 ",W0013 ,AKASNA                        ,KOM.TERMINAL PS.MANDALIKA A 16                              ,CAKRA          ,""
"01A21 ",M0033 ,AMERTA                        ,JL. BRIGJEN KATAMSO 19                                      ,PROBOLINGGO    ,""
"01A21 ",M1785 ,ANEKA                         ,                                                            ,DRIOREJO       ,""
"01A21 ",M0429 ,AWAM                          ,JL. RAYA 242                                                ,BABAT          ,""
"01A21 ",M1423 ,BAMBANG                       ,                                                            ,MALANG         ,""
"01A21 ",M0037 ,BARES                         ,GAJAH MADA 113-115                                          ,GENTENG        ,""
"01A21 ",M0132 ,BINTANG JAYA                  ,JL. JOKO TOLE 9-U                                           ,PAMEKASAN      ,""
"01A21 ",M0972 ,BP. HADI/LAJU II              ,                                                            ,GRESIK         ,""
"01A21 ",M0903 ,CAHAYA MAS                    ,JL.DIPONEGORO 214                                           ,GONDANGLEGI/MLG,""
"01A21 ",M0208 ,CENTRAL                       ,JL. WR.SUPRATMAN 94                                         ,TULUNGAGUNG    ,""
"01A21 ",M1697 ,CV. BANGUN SEJAHTERA BERSAMA  ,                                                            ,MOJOSARI       ,""
"01A21 ",M1004 ,DAMAI                         ,JL. AHMAD YANI 65                                           ,KEPANJEN MALANG,""
"01A21 ",M1352 ,DWI RAHAYU                    ,JL. WIDURI 41-43                                            ,BLITAR         ,""
"01A21 ",V0151 ,DWITA JAYA                    ,JL. SETIA BUDI 58                                           ,DENPASAR       ,""
"01A21 ",M1866 ,EVA                           ,                                                            ,SIDOARJO       ,""
"01A21 ",M1163 ,H. IMRON                      ,DALAM PASAR                                                 ,NGOPAK         ,""
"01A21 ",M0457 ,H. WIDJI                      ,JL. RAJAWALI 534 SUMBERJO                                   ,BOJONEGORO     ,""
"01A21 ",W0033 ,HARAPAN JAYA (KUN)            ,KOMP.PERTK.TERMINAL M/LIKA J/7                              ,CAKRA          ,""
"01A21 ",M1540 ,HIDAYAT                       ,                                                            ,SAMPANG        ,""
"01A21 ",M1A21 ,HM                            ,JL. PANDEGILING 215                                         ,SURABAYA       ,""
"01A21 ",M0973 ,IBU EMI/LAJU                  ,JL. SAMANHUDI NO. 52                                        ,GRESIK         ,""
"01A21 ",V0125 ,INTERNUSA                     ,                                                            ,DENPASAR       ,""
"01A21 ",M0064 ,JAYA                          ,JL. MERDEKA 149                                             ,BLITAR         ,""
"01A21 ",X0241 ,JAYA AGUNG/CHF                ,JL. SILIWANGI 18                                            ,TIMUR KUPANG   ,""
"01A21 ",T0091 ,K II                          ,JL. MONGINSIDI 116                                          ,BAU-BAU        ,""
"01A21 ",K0144 ,KAYAT                         ,PASAR INDUK                                                 ,CEPU           ,""
"01A21 ",T0028 ,KDR                           ,JL. MONGINSIDI 43                                           ,BAU-BAU        ,""
"01A21 ",K0073 ,KOKOK                         ,DALAM PASAR INDUK                                           ,CEPU           ,""
"01A21 ",R0166 ,KOTA BARU                     ,                                                            ,MENADO         ,""
"01A21 ",M0668 ,LAJU PLAZA                    ,                                                            ,GRESIK         ,""
"01A21 ",M1005 ,LANCAR JAYA                   ,JL. RAYA DEPAN PASAR                                        ,WONOSARI       ,""
"01A21 ",T0031 ,LG                            ,                                                            ,BAU-BAU        ,""
"01A21 ",T0064 ,LUD                           ,                                                            ,BAU-BAU        ,""
"01A21 ",V0113 ,MANCE                         ,                                                            ,DENPASAR       ,""
"01A21 ",M1532 ,MANYAR JAYA                   ,                                                            ,GENTENG        ,""
"01A21 ",T0036 ,MEKAR                         ,                                                            ,BAU-BAU        ,""
"01A21 ",V0049 ,MELATI                        ,JL. DIPONEGORO 17                                           ,SINGARAJA      ,""
"01A21 ",V0010 ,MIN                           ,                                                            ,SINGARAJA      ,""
"01A21 ",M1199 ,MORO SENENG/SUHENDRO          ,JL. DHOHO 126                                               ,KEDIRI         ,""
"01A21 ",W0012 ,MUARA                         ,TERMINAL BERTAIS N 1                                        ,CAKRA          ,""
"01A21 ",X0162 ,MUTIS                         ,                                                            ,KALABAHI       ,""
"01A21 ",M1864 ,NIRMALA                       ,                                                            ,PANDAAN        ,""
"01A21 ",V0021 ,NUSANTARA                     ,                                                            ,SINGARAJA      ,""
"01A21 ",M1397 ,PAK KETANG                    ,JL.PLN RT 15 DSN.GUO                                        ,SURABAYA       ,""
"01A21 ",V0141 ,PAK YOS                       ,                                                            ,SINGARAJA      ,""
"01A21 ",M0512 ,PELANGI                       ,JL. PAJANG 14                                               ,DAMPIT         ,""
"01A21 ",Q0037 ,PI                            ,JL. RAYA S/DA KM 1/2 RT18 C/15                              ,BALIKPAPAN     ,""
"01A21 ","01A21 ",PT. JAWI TIRTA                ,JL. GUNUNGSARI 55-57                                        ,SURABAYA       ,""
"01A21 ",W0035 ,REJEKI BARU                   ,JL. BRAWIJAYA 108 BUTON TIMUR                               ,CAKRA          ,""
"01A21 ",M1126 ,ROSARI                        ,JL. RAYA 114 B                                              ,KRIAN          ,""
"01A21 ",T0027 ,RSL                           ,                                                            ,BAU-BAU        ,""
"01A21 ",M0309 ,RUKUN JAYA                    ,PASAR PABEAN                                                ,SURABAYA       ,""
"01A21 ",M0202 ,SAHABAT                       ,                                                            ,DAMPIT         ,""
"01A21 ",O0015 ,SARI JAYA                     ,JL. ISKANDAR 51                                             ,SAMPIT         ,""
"01A21 ",M0073 ,SEMI JAYA                     ,JL. PASAR BESAR A18-20                                      ,MALANG         ,""
"01A21 ",V0059 ,SETIAWAN                      ,                                                            ,DENPASAR       ,""
"01A21 ",Q0209 ,SETUJU (OKS)                  ,JL. NAHKODA 101                                             ,SAMARINDA      ,""
"01A21 ",V0014 ,SIMPANG                       ,                                                            ,SINGARAJA      ,""
"01A21 ",V0003 ,SINAR HARAPAN                 ,JL. DIPONEGORO 24-26                                        ,SINGARAJA      ,""
"01A21 ",M0006 ,SINAR JAYA                    ,JL. AHMAD YANI 71                                           ,SUKOWONO       ,""
"01A21 ",V0031 ,SINAR JAYA                    ,                                                            ,DENPASAR       ,""
"01A21 ",V0124 ,SINAR JAYA                    ,                                                            ,DENPASAR       ,""
"01A21 ",S0121 ,SKP                           ,                                                            ,PALU           ,""
"01A21 ",M1425 ,SUBUR BARU                    ,JL. PAHLAWAN NO. 6                                          ,MOJOSARI       ,""
"01A21 ",F0006 ,SUKSES                        ,JL. DIPONEGORO 85                                           ,SUMBAWA        ,""
"01A21 ",W0047 ,SUMBER AGUNG/SKB              ,JL. SULTAN KAHARUDIN 6                                      ,BIMA           ,""
"01A21 ",V0121 ,SUMBER JAYA                   ,                                                            ,DENPASAR       ,""
"01A21 ",W0044 ,SUMBER KARYA/IS               ,JL.HASANUDIN 43                                             ,BIMA           ,""
"01A21 ",M1605 ,SUMBER REJEKI                 ,                                                            ,KEDIRI         ,""
"01A21 ",M1735 ,SUMBER REJEKI                 ,KANIGARAN                                                   ,PROBOLINGGO    ,""
"01A21 ",V0147 ,SUMBER REZEKI                 ,KEDIRI                                                      ,TABANAN        ,""
"01A21 ",V0107 ,SURYA ADHI                    ,                                                            ,DENPASAR       ,""
"01A21 ",M0278 ,SUSANTI                       ,JL. WR.SUPRATMAN 67                                         ,BOJONEGORO     ,""
"01A21 ",M0234 ,SYAMSU                        ,                                                            ,BANGKALAN      ,""
"01A21 ",M0044 ,TANGAN MAS                    ,JL. RAYA SUYITMAN 8-10                                      ,AMBULU         ,""
"01A21 ",V0070 ,TATA NIAGA                    ,                                                            ,DENPASAR       ,""
"01A21 ",W0103 ,TELAGA MAS                    ,                                                            ,AMPENAN        ,""
"01A21 ",V0111 ,TERATAI MAS                   ,JL. SURAPATI 72                                             ,SINGARAJA      ,""
"01A21 ",U0028 ,TJ                            ,                                                            ,UJUNG PANDANG  ,""
"01A21 ",U0072 ,TJ (TETAP JAYA)               ,JL. TARAKAN 12 E                                            ,MAKASAR        ,""
"01A21 ",M1426 ,TOKO GAMBANG                  ,JL. RAYA PUNTO DEWA POLEHAN                                 ,MALANG         ,""
"01A21 ",M1395 ,TOKO SUMBER DADI              ,CENDANA III NO. 23 SINGOSAREN                               ,KEDIRI         ,""
"01A21 ",M1794 ,TOSERBA GAJAH                 ,                                                            ,SIDOARJO       ,""
"01A21 ",M1182 ,TUJUH TIGA JAYA               ,JL. KAPTEN SYAFIRI 15                                       ,BANGKALAN      ,""
"01A21 ",M1823 ,UD. JAYA ATOM                 ,PGS                                                         ,SURABAYA       ,""
"01A21 ",M1120 ,UD.MITRA/DELTA                ,DELTA RAYA 4/10 WARU                                        ,SIDOARJO       ,""
"01A21 ",T0020 ,UDM/LG                        ,JL.WR.MOGINSIDI 16                                          ,BAU-BAU        ,""
"01A21 ",X0240 ,UDSL/GSP                      ,JL. IKAN PAUS 5                                             ,TIMUR KUPANG   ,""
"01A21 ",M1029 ,UNTUNG BERSAMA                ,Dr. WAHIDIN SH 6B                                           ,PASURUAN       ,""
"01A21 ",X0352 ,VMART                         ,                                                            ,KALABAHI       ,""
"01A21 ",M0373 ,WARINGIN INDAH                ,JL. DIPONEGORO 3                                            ,TULUNGAGUNG    ,""
"01A21 ",X0222 ,WHA-WHA                       ,JL. KEMUDI NO. 4                                            ,KALABAHI       ,""
"01A21 ",W0077 ,YUDI                          ,KOMP.PASAR BERTAIS BLOK K 34                                ,CAKRA          ,""
"01A21 ",W0106 ,YUDI                          ,KOMPLEK PASAR BERTAIS BLOK K34                              ,CAKRA          ,""
"01A21 ",T0078 ,YUN                           ,                                                            ,BAU-BAU        ,""
"01A04 ",M1887 ,PELANGI MINI MARKET           ,RUKO TAMAN GAPURA F19-20G-WALK                              ,SURABAYA       ,""
"01J01 ",M0639 ,ABADI                         ,JL. RAYA RAUNG 69                                           ,MAYANG         ,""
"01J01 ",M1357 ,BERKAT                        ,                                                            ,JEMBER         ,""
"01J01 ",M1023 ,BIMA                          ,                                                            ,RAMBIPUJI      ,""
"01J01 ",M1363 ,BP. MADANI                    ,                                                            ,KRAKSAAN       ,""
"01J01 ",M1368 ,EDY (LIMA PUTRA JAYA)         ,JL. JAWA/MLINJO NO. 67 BALONG                               ,JEMBER         ,""
"01J01 ",M0505 ,FAJAR TERANG                  ,DALAM PASAR                                                 ,AMBULU         ,""
"01J01 ",M1367 ,H. ROHIM                      ,JL. KRAKATAU 88                                             ,KENCONG        ,""
"01J01 ",M0749 ,HARTONO JAYA                  ,SEPUDI NO.28 (PS.MIMBAAN BARU)                              ,SITUBONDO      ,""
"01J01 ",M0754 ,PUTRA PRIBUMI                 ,JL. RAYA 37 PURWOHARJO                                      ,BANYUWANGI     ,""
"01J01 ",M1362 ,RAHMAD ABADI                  ,PASAR BESUKI                                                ,BESUKI         ,""
"01J01 ",M1035 ,RAMAI JAYA                    ,                                                            ,RAMBIPUJI      ,""
"01J01 ",M0537 ,RELA                          ,                                                            ,MAYANG         ,""
"01J01 ",M1403 ,RINI JAYA/PAK TO              ,                                                            ,BONDOWOSO      ,""
"01J01 ",M0480 ,SAHABAT                       ,                                                            ,PASIRIAN       ,""
"01J01 ",M0006 ,SINAR JAYA                    ,JL. A.YANI 71                                               ,SUKOWONO       ,""
"01J01 ",M0094 ,SINAR JAYA                    ,JL. RAYA 68                                                 ,KASIYAN        ,""
"01J01 ",M1400 ,SINAR JAYA                    ,JL. RAYA NO. 122 GLADAK                                     ,ROGOJAMPI      ,""
"01J01 ",M1014 ,SUBUR                         ,ASEMBAGUS                                                   ,SITUBONDO      ,""
"01J01 ",M1008 ,SUMBER ADIL                   ,                                                            ,SITUBONDO      ,""
"01J01 ",M0579 ,SUMBER HIDUP                  ,JL. PB. SUDIRMAN 62                                         ,KASIYAN TIMUR  ,""
"01J01 ",M0156 ,SUMBER MAKMUR                 ,JL. IRIAN JAYA 14 P                                         ,SITUBONDO      ,""
"01J01 ",M1373 ,TOKO GOTONG ROYONG            ,JL. BASUKI RAHMAT 39 A                                      ,JEMBER         ,""
"01J01 ",M1468 ,TOKO J & B/KUS                ,d/a. PASAR MARON                                            ,PROBOLINGGO    ,""
"01J01 ",M0633 ,TOKO MURNI                    ,PASAR MUMBUL                                                ,JEMBER         ,""
"01J01 ",M1707 ,TOKO NUNUK                    ,JL.CANDRA DIMUKA RT.002 RW.017                              ,AMBULU         ,""
"01J01 ",M1407 ,TOKO SAUDARA                  ,PASAR WIRO LEGI                                             ,JEMBER         ,""
"01J01 ",M0544 ,WAHYU                         ,                                                            ,RAMBIPUJI      ,""
"01J01 ",M1366 ,YULI JAYA                     ,                                                            ,SITUBONDO      ,""
"01A04 ",Y0127 ,CV. MANGUNI ALAM RAYA         ,KAPITEN PATTIMURA RT.04 RW.02                               ,TERNATE        ,""
"01A04 ",M0977 ,AGUNG                         ,JL. PETEMON III/117                                         ,SURABAYA       ,""
"03A16 ",K0217 ,AYOEN                         ,JL. MANGGA 58                                               ,PEKALONGAN     ,""
"03A16 ",K0043 ,BASAH PUTRI                   ,JL. JENDRAL SUDIRMAN 105                                    ,PEMALANG       ,""
"03A16 ","03A16 ",CV. GARUDA                    ,JL.NANGKA TIMUR NO.3 RT06 RW02                              ,SEMARANG       ,""
"03A16 ",K0191 ,DELAPAN TUJUH                 ,GANG BARU 87 RT06/RW03                                      ,SEMARANG       ,""
"03A16 ",K0430 ,INDRI PRASETYOWATI            ,DALEMAN RT 1 RW 2 NO. 28 JETIS                              ,SUKOHARJO-SOLO ,""
"03A16 ",K0218 ,JADI/AYOUNG                   ,JL. GANG TANTIM 52 (PEDAMARAN)                              ,SEMARANG       ,""
"03A16 ",K0138 ,KITA                          ,JL. MANGGA 40 D                                             ,PEKALONGAN     ,""
"03A16 ",K0224 ,KITA JAYA                     ,JL. MANGGA 18                                               ,PEKALONGAN     ,""
"03A16 ",K0283 ,KUMALA                        ,JL. PENGGARON NO. 8                                         ,SEMARANG       ,""
"03A16 ",K0068 ,LSP                           ,JL. PEDAMARAN Gg.BUNTU 23-25                                ,SEMARANG       ,""
"03A16 ",K0232 ,MEDAN                         ,JL. HASANUDIN 104                                           ,PEKALONGAN     ,""
"03A16 ",K0272 ,NIKI BARU                     ,JL. JENDRAL SUDIRMAN 67-69                                  ,SALATIGA       ,""
"03A16 ",K0323 ,PODO RAHAYU                   ,KAYU MAS BRT. B/80(PONDOK MAS)                              ,SEMARANG       ,""
"03A16 ",K0152 ,PT. REMUJUNG WIRATAMA         ,JL. REMUJUNG 3                                              ,JOGJA          ,""
"03A16 ",K0285 ,PUTRA JAYA                    ,JL. KAPTEN SUDIBYO 4                                        ,TEGAL          ,""
"03A16 ",K0194 ,RODA MAS/SANTOSO              ,JL. PEDAMARAN 35                                            ,SEMARANG       ,""
"03A16 ",K0109 ,SINAR JAYA                    ,JL. KAPTEN SUDIBYO 106                                      ,TEGAL          ,""
"03A16 ",K0220 ,TIGA JAYA/BENNY               ,JL. SUYUDONO 202                                            ,SEMARANG       ,""
"03A16 ",K0409 ,TOKO 21 DEPOK                 ,                                                            ,SEMARANG       ,""
"01A04 ",M0941 ,TK. HOO                       ,JL. NIAGA NO. 27                                            ,MOJOSARI       ,""
"01A04 ",X0377 ,ZARIN                         ,                                                            ,WAINGAPU       ,""
"01D01 ",M1129 ,BANDUNG RAYA/H.UJANG          ,JL. RAYA OLEAN                                              ,SITUBONDO      ,""
"01D01 ",M1010 ,BAROKAH JAYA                  ,JL.IRIAN JAYA 14 B                                          ,SITUBONDO      ,""
"01D01 ","01D01 ",CV.DWI LUHUR MAKMUR SEJAHTERA ,JL. A.YANI NO. 52 RT004 RW003                               ,SITUBONDO      ,""
"01D01 ",M1020 ,DWI LUHUR DEPT.STORE          ,JL. A.YANI 106                                              ,SITUBONDO      ,""
"01D01 ",M0749 ,HARTONO JAYA                  ,STAND PASAR MIMBAAN BARU                                    ,SITUBONDO      ,""
"01D01 ",M0040 ,HGT                           ,                                                            ,ROGOJAMPI      ,""
"01D01 ",M0166 ,JAYA INDAH                    ,JL. TEUKU UMAR                                              ,BONDOWOSO      ,""
"01D01 ",M0744 ,JAYA MAKMUR                   ,JL. SEPUDI 33-34 PS.MIMBAAN BR                              ,SITUBONDO      ,""
"01D01 ",M1015 ,JENGGOT                       ,STAN DALAM PASAR BAJULMATI                                  ,BANYUWANGI     ,""
"01D01 ",M0486 ,LARIS                         ,                                                            ,SUKOWONO       ,""
"01D01 ",M0039 ,LHM                           ,                                                            ,ROGOJAMPI      ,""
"01D01 ",M0138 ,LIMA LEBIH                    ,JL. JUANDA 32                                               ,JAJAG          ,""
"01D01 ",M0155 ,MAJU JAYA                     ,JL. JAWA 3 A                                                ,SITUBONDO      ,""
"01D01 ",M1030 ,MARHAWI                       ,JL.PANJAITAN                                                ,BONDOWOSO      ,""
